Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class
280E,Sequence Transformation,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,data structures|dp|implementation|math,58,0.739,Hard,
280D,k-Maximum Subsequence Sum,Heaps binary search trees segment trees hash tables etc|Graph network flows,data structures|flows,202,0.877,Hard,
280C,Game on Tree,Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc|Trees,implementation|math|probabilities|trees,765,0.802,Hard,
280B,Maximum Xor Secondary,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Two pointers,data structures|implementation|two pointers,1381,0.739,Hard,
280A,Rectangle Puzzle,Geometry computational geometry,geometry,837,0.781,Hard,
279E,Beautiful Decomposition,Games Sprague–Grundy theorem|Greedy algorithms,games|greedy,843,0.663,Medium,
279D,The Minimum Number of Variables,Bitmasks|Dynamic programming,bitmasks|dp,379,0.728,Medium,
279C,Ladder,Dynamic programming|Implementation problems programming technics simulation|Two pointers,dp|implementation|two pointers,2295,0.706,Medium,
279B,Books,Binary search|Brute force|Implementation problems programming technics simulation|Two pointers,binary search|brute force|implementation|two pointers,5331,0.582,Medium,
279A,Point on Spiral,Brute force|Geometry computational geometry|Implementation problems programming technics simulation,brute force|geometry|implementation,2846,0.781,Hard,
278B,New Problem,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,2200,0.331,Easy,
278A,Circle Line,Implementation problems programming technics simulation,implementation,5551,0.0,Easy,
277E,Binary Tree on Plane,Graph network flows,flows,423,0.877,Hard,
277D,Google Code Jam,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,108,0.802,Hard,
277C,Game,Games Sprague–Grundy theorem|Implementation problems programming technics simulation,games|implementation,306,0.663,Medium,
277B,Set of Points,Constructive algorithms|Geometry computational geometry,constructive algorithms|geometry,547,0.781,Hard,
277A,Learning Languages,Dfs and similar|Disjoint set union,dfs and similar|dsu,4284,0.686,Medium,
276E,Little Girl and Problem on Trees,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,629,0.756,Hard,
276D,Little Girl and Maximum XOR,Bitmasks|Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,bitmasks|dp|greedy|implementation|math,2461,0.728,Medium,
276C,Little Girl and Maximum Sum,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Sortings orderings,data structures|implementation|sortings,3645,0.739,Hard,
276B,Little Girl and Game,Games Sprague–Grundy theorem|Greedy algorithms,games|greedy,4544,0.663,Medium,
276A,Lunch Rush,Implementation problems programming technics simulation,implementation,6201,0.0,Easy,
275B,Convex Shape,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1269,0.433,Medium,
275A,Lights Out,Implementation problems programming technics simulation,implementation,4630,0.0,Easy,
274E,Mirror Room,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,78,0.739,Hard,
274D,Lovely Matrix,Dfs and similar|Graphs|Greedy algorithms|Sortings orderings,dfs and similar|graphs|greedy|sortings,467,0.705,Medium,
274C,The Last Hole!,Brute force|Geometry computational geometry,brute force|geometry,200,0.781,Hard,
274B,Zero Tree,Dfs and similar|Dynamic programming|Greedy algorithms|Trees,dfs and similar|dp|greedy|trees,1567,0.756,Hard,
274A,k-Multiple Free Set,Binary search|Greedy algorithms|Sortings orderings,binary search|greedy|sortings,3562,0.582,Medium,
273E,Dima and Game,Dynamic programming|Games Sprague–Grundy theorem,dp|games,125,0.706,Medium,
273D,Dima and Figure,Dynamic programming,dp,207,0.706,Medium,
272E,Dima and Horses,Combinatorics|Constructive algorithms|Graphs,combinatorics|constructive algorithms|graphs,656,0.705,Medium,
272D,Dima and Two Sequences,Combinatorics|Mathematics including integration differential equations etc|Sortings orderings,combinatorics|math|sortings,1415,0.687,Medium,
272C,Dima and Staircase,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,2866,0.739,Hard,
272B,Dima and Sequence,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,2455,0.366,Easy,
272A,Dima and Friends,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,4638,0.366,Easy,
271E,Three Horses,Constructive algorithms|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|math|number theory,274,0.489,Medium,
271D,Good Substrings,Heaps binary search trees segment trees hash tables etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|strings,1996,0.739,Hard,
271C,Secret,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,1866,0.433,Medium,
271B,Prime Matrix,Binary search|Brute force|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,binary search|brute force|math|number theory,3582,0.582,Medium,
271A,Beautiful Year,Brute force,brute force,12503,0.298,Easy,
270B,Multithreading,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Implementation problems programming technics simulation,data structures|greedy|implementation,2647,0.739,Hard,
270A,Fancy Fence,Geometry computational geometry|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,geometry|implementation|math,7893,0.781,Hard,
269E,String Theory,,,36,0.938,Hard,
269D,Maximum Waterfall,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,206,0.739,Hard,
269C,Flawed Flow,Constructive algorithms|Graph network flows|Graphs,constructive algorithms|flows|graphs,797,0.877,Hard,
269B,Greenhouse Effect,Dynamic programming,dp,2007,0.706,Medium,
269A,Magical Boxes,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,2173,0.366,Easy,
268E,Playlist,Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc|Sortings orderings,math|probabilities|sortings,638,0.802,Hard,
268D,Wall Bars,Dynamic programming,dp,242,0.706,Medium,
268C,Beautiful Sets of Points,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,3785,0.433,Medium,
268B,Buttons,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,8544,0.366,Easy,
268A,Games,Brute force,brute force,10385,0.298,Easy,
267C,Berland Traffic,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,78,0.861,Hard,
267B,Dominoes,Dfs and similar|Graphs,dfs and similar|graphs,269,0.705,Medium,
267A,Subtractions,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,1702,0.489,Medium,
266E,More Queries to Array...,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc,data structures|math,325,0.739,Hard,
266D,BerDonalds,Graphs|Mathematics including integration differential equations etc|Shortest paths on weighted and unweighted graphs,graphs|math|shortest paths,320,0.732,Hard,
266C,Below the Diagonal,Constructive algorithms|Greedy algorithms|Mathematics including integration differential equations etc,constructive algorithms|greedy|math,820,0.433,Medium,
266B,Queue at the School,Constructive algorithms|Graph matchings König's theorem vertex cover of bipartite graph|Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,constructive algorithms|graph matchings|implementation|shortest paths,12811,0.732,Hard,
266A,Stones on the Table,Implementation problems programming technics simulation,implementation,15907,0.0,Easy,
265B,Roadside Trees (Simplified Edition),Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,4755,0.353,Easy,
265A,Colorful Stones (Simplified Edition),Implementation problems programming technics simulation,implementation,4746,0.0,Easy,
264E,Roadside Trees,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,118,0.739,Hard,
264D,Colorful Stones,Dynamic programming|Two pointers,dp|two pointers,193,0.706,Medium,
264C,Choosing Balls,Dynamic programming,dp,1079,0.706,Medium,
264B,Good Sequences,Dynamic programming|Number theory: Euler function GCD divisibility etc,dp|number theory,2708,0.706,Medium,
264A,Escape from Stones,Constructive algorithms|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Two pointers,constructive algorithms|data structures|implementation|two pointers,3875,0.739,Hard,
263E,Rhombus,Brute force|Heaps binary search trees segment trees hash tables etc|Dynamic programming,brute force|data structures|dp,205,0.739,Hard,
263D,Cycle in Graph,Dfs and similar|Graphs,dfs and similar|graphs,1276,0.705,Medium,
263C,Circle of Numbers,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,761,0.645,Medium,
263B,Squares,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,4270,0.353,Easy,
263A,Beautiful Matrix,Implementation problems programming technics simulation,implementation,13920,0.0,Easy,
262B,Roma and Changing Signs,Greedy algorithms,greedy,2934,0.353,Easy,
262A,Roma and Lucky Numbers,Implementation problems programming technics simulation,implementation,5674,0.0,Easy,
261E,Maxim and Calculator,Brute force|Dynamic programming|Two pointers,brute force|dp|two pointers,191,0.706,Medium,
261D,Maxim and Increasing Subsequence,Dynamic programming,dp,244,0.706,Medium,
261C,Maxim and Matrix,Constructive algorithms|Dynamic programming|Mathematics including integration differential equations etc,constructive algorithms|dp|math,526,0.706,Medium,
261B,Maxim and Restaurant,Dynamic programming|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|math|probabilities,842,0.802,Hard,
261A,Maxim and Discounts,Greedy algorithms|Sortings orderings,greedy|sortings,2515,0.353,Easy,
260E,Dividing Kingdom,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc,binary search|brute force|data structures,227,0.739,Hard,
260D,Black and White Tree,Constructive algorithms|Disjoint set union|Graphs|Greedy algorithms|Trees,constructive algorithms|dsu|graphs|greedy|trees,626,0.756,Hard,
260C,Balls and Boxes,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1437,0.353,Easy,
260B,Ancient Prophesy,Brute force|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|implementation|strings,1926,0.331,Easy,
